transaction_id,account_id,amount,currency,transaction_time,channel,details_json
4fc6c519-6339-dc54-4895-37fb5181657e,fd581bea-5716-d93f-da4f-fb39a68c671d,1627.38,CNY,2026-03-07T17:30:00+08:00,web,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""22"", ""account_type"": ""checking""}}"
ed382998-2cc7-4ff8-0bf7-274ce6da5ce9,ebe34d5f-9202-6e94-e922-0f43c8ec40fb,126.00,SGD,2026-03-28T12:43:00+08:00,web,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""HK""}, ""settlement"": {""currency"": ""SGD"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": true, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""HK"", ""age"": ""54"", ""account_type"": ""savings""}}"
5cc9ada5-3da4-ea04-325f-6e7f1a7f70ac,743842f2-b5ca-343c-f7eb-a397517d7aef,20292.48,CNY,2026-03-25T14:56:00+08:00,mobile_app,"{""purpose_code"": ""P2P"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""SG""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""SG"", ""age"": ""30"", ""account_type"": ""checking""}}"
2a8f7c75-68cd-6e60-2266-d568d3b1771a,25deb4b5-fbe3-c477-4236-3d6b13b3e2aa,2301.96,CNY,2026-03-11T10:54:00+08:00,web,"{""purpose_code"": ""P2P"", ""counterparty"": {""type"": ""CORPORATE"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T1""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""58"", ""account_type"": ""savings""}}"
e7a8a128-41bb-2800-8ea5-838a2f29189f,19a80850-fb82-ac1f-62d1-1c99a08a2364,124371.31,CNY,2026-04-14T11:49:00+08:00,mobile_app,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""46"", ""account_type"": ""checking""}}"
c7a5f905-48eb-9509-da2a-692a492f2c18,39ee1691-d4b7-a836-5c47-f440c775f7a8,435.90,USD,2026-04-06T15:47:00+08:00,mobile_app,"{""purpose_code"": ""MERCHANT"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""US""}, ""settlement"": {""currency"": ""USD"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""US"", ""age"": ""48"", ""account_type"": ""savings""}}"
b3756fce-165a-e2b4-50c0-d8c358695d87,1a62282d-605f-cde4-3301-965140ae62ee,41.31,CNY,2026-03-08T14:02:00+08:00,atm,"{""purpose_code"": ""MERCHANT"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""46"", ""account_type"": ""savings""}}"
6e80699e-e37c-856e-fc7c-e89a6b4b5f42,51b38f1f-0514-eb7e-f75f-4e390a343305,7.68,USD,2026-02-14T15:24:00+08:00,web,"{""purpose_code"": ""MERCHANT"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""US""}, ""settlement"": {""currency"": ""USD"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""US"", ""age"": ""63"", ""account_type"": ""savings""}}"
e319e627-0156-0245-ab40-e75d6607594c,74784339-379a-dd05-bf00-a73acdba0cde,31.37,USD,2026-01-29T17:42:00+08:00,mobile_app,"{""purpose_code"": ""SALARY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""US""}, ""settlement"": {""currency"": ""USD"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""US"", ""age"": ""39"", ""account_type"": ""checking""}}"
d57344c6-97de-1066-7003-b48851432964,3f4c5ed4-1d17-2d7a-03e6-1e103cc32fb9,234.63,SGD,2026-03-18T12:59:00+08:00,mobile_app,"{""purpose_code"": ""SALARY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""HK""}, ""settlement"": {""currency"": ""SGD"", ""sla_bucket"": ""T1""}, ""flags"": {""is_reversal"": true, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""HK"", ""age"": ""27"", ""account_type"": ""checking""}}"
bb16fa88-6754-0274-20a1-794b280e7823,131e43ab-9778-2acc-f724-95781a5d9548,2300.79,CNY,2026-02-25T11:42:00+08:00,mobile_app,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""34"", ""account_type"": ""checking""}}"
50d5b8a0-3f86-4dd7-7085-72c511d61a24,221c01d0-2220-b26c-92a7-4366bbe7a11e,1548.76,CNY,2026-03-16T09:34:00+08:00,call_center,"{""purpose_code"": ""P2P"", ""counterparty"": {""type"": ""BANK"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""29"", ""account_type"": ""savings""}}"
ace73143-135e-cd16-3d89-1ad35250b268,bde3b53d-7de6-fb29-c3bc-54ce33de96fb,1769.94,CNY,2026-02-21T09:54:00+08:00,web,"{""purpose_code"": ""MERCHANT"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""38"", ""account_type"": ""savings""}}"
90767eb3-9e57-c3de-df5f-0c97a081b124,fce08e2d-f8dd-0827-1edf-d4ac31ae70a1,42246.05,CNY,2026-01-18T17:01:00+08:00,mobile_app,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""CORPORATE"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T1""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""71"", ""account_type"": ""checking""}}"
e5da1d59-dfc1-064b-15cc-906af6ddd2b8,356b6afd-bf5e-f89d-401a-5ad7e8b9a9e3,729021.52,CNY,2026-03-19T09:22:00+08:00,mobile_app,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""CORPORATE"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""44"", ""account_type"": ""savings""}}"
d10fa4bc-ea65-be91-54ad-576a0d3bebf6,a3d59a5f-e8e9-0eca-1ae3-921124b0dc6a,3637.86,CNY,2026-03-25T17:58:00+08:00,mobile_app,"{""purpose_code"": ""FX_SETTLEMENT"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": true, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""47"", ""account_type"": ""savings""}}"
a1a40225-617a-9fa7-522a-1080a1c48125,b0d422c4-b559-e4ed-182e-ff39c1f7947d,1081.24,CNY,2026-04-15T14:44:00+08:00,mobile_app,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""HK""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""HK"", ""age"": ""37"", ""account_type"": ""savings""}}"
e44d0a86-7b6c-327e-ed01-6beedc4118e7,dca8e161-8085-7b05-1b1d-ff8c042ed3b7,327.29,USD,2026-02-05T09:09:00+08:00,branch,"{""purpose_code"": ""MERCHANT"", ""counterparty"": {""type"": ""CORPORATE"", ""country"": ""GB""}, ""settlement"": {""currency"": ""USD"", ""sla_bucket"": ""T1""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""GB"", ""age"": ""30"", ""account_type"": ""savings""}}"
737e60d2-497b-2133-63fd-3944f797539e,84fe2ee9-7a19-6828-dca8-8014808bb50e,10.47,CNY,2026-01-28T16:59:00+08:00,web,"{""purpose_code"": ""FX_SETTLEMENT"", ""counterparty"": {""type"": ""CORPORATE"", ""country"": ""SG""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""SG"", ""age"": ""28"", ""account_type"": ""savings""}}"
ab1c3ad2-4d20-e0fd-6b89-9cb4ec38d0ff,d1e054e0-c373-bcc8-17d7-c3efd4e602ae,25.39,CNY,2026-03-31T09:15:00+08:00,atm,"{""purpose_code"": ""SALARY"", ""counterparty"": {""type"": ""BANK"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""49"", ""account_type"": ""checking""}}"
abe1e5d5-9ea5-f503-c49e-0b4702c21be9,8786c34c-5bde-c925-e10b-10f5b9cf53ca,219959.92,CNY,2026-04-15T15:35:00+08:00,branch,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""19"", ""account_type"": ""checking""}}"
f93007be-8850-e13f-6362-347df621ace8,94158bc8-0450-487b-3679-e05a9ef5ffaf,732.09,USD,2026-03-05T17:23:00+08:00,call_center,"{""purpose_code"": ""FX_SETTLEMENT"", ""counterparty"": {""type"": ""CORPORATE"", ""country"": ""US""}, ""settlement"": {""currency"": ""USD"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""US"", ""age"": ""36"", ""account_type"": ""savings""}}"
2df2f76b-67e6-7b79-51f6-2dc1d40d6dcf,ec1a693d-d1a4-053c-1dba-88f6a2930ea2,6637.10,CNY,2026-03-20T18:46:00+08:00,mobile_app,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""73"", ""account_type"": ""savings""}}"
caa25610-977e-5991-a3f8-1039fb052598,390af9ba-6157-f72d-4b17-3110b5f4671b,66843.33,USD,2026-03-12T14:29:00+08:00,mobile_app,"{""purpose_code"": ""MERCHANT"", ""counterparty"": {""type"": ""CORPORATE"", ""country"": ""US""}, ""settlement"": {""currency"": ""USD"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""US"", ""age"": ""39"", ""account_type"": ""checking""}}"
bce84ad2-df35-6810-26a4-db079ac4fcfe,61ce725b-b883-de10-52a9-e952832fe591,139.76,EUR,2026-02-02T16:19:00+08:00,atm,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""CORPORATE"", ""country"": ""US""}, ""settlement"": {""currency"": ""EUR"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""US"", ""age"": ""35"", ""account_type"": ""checking""}}"
7c96bfc9-d53a-a5f8-90c3-ccae7335bade,4ab6fbc3-2ecd-3bc2-579e-5b7c3c22d97f,2152.46,CNY,2026-03-27T16:17:00+08:00,branch,"{""purpose_code"": ""P2P"", ""counterparty"": {""type"": ""CORPORATE"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T1""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""47"", ""account_type"": ""savings""}}"
9fbc6303-1286-e258-7689-732d015463ae,832b4fb7-f532-ddd3-11c6-4a79ad8102c4,249841.81,CNY,2026-03-20T15:53:00+08:00,mobile_app,"{""purpose_code"": ""P2P"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""25"", ""account_type"": ""checking""}}"
0797f9f6-fc1e-c6c1-8548-88edaed71d97,fb78f192-27f7-e419-99ba-c98a34457475,11807.23,CNY,2026-04-17T09:20:00+08:00,mobile_app,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""54"", ""account_type"": ""savings""}}"
ea2b00fd-b43b-d517-34a9-9efde80fbfcf,11a77ec6-baa9-38db-6b55-ba3fc884f516,232745.80,CNY,2026-03-22T18:53:00+08:00,web,"{""purpose_code"": ""MERCHANT"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T1""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""37"", ""account_type"": ""checking""}}"
438036fe-e68e-51b1-049a-cdc786a05c70,1898a03a-15fd-1f5f-4054-a83beebddced,1665.44,HKD,2026-04-29T17:51:00+08:00,mobile_app,"{""purpose_code"": ""MERCHANT"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""SG""}, ""settlement"": {""currency"": ""HKD"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""SG"", ""age"": ""18"", ""account_type"": ""checking""}}"
385e054b-7421-ee02-59db-ccb7d0d43fa1,2b920e0f-1da3-f08e-3fbb-760a622d3a01,196.21,CNY,2026-04-26T17:21:00+08:00,atm,"{""purpose_code"": ""P2P"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T1""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""20"", ""account_type"": ""savings""}}"
c4f42338-8a2e-49a1-1119-5d2e459dea59,ae3dac6d-dd71-76a0-8da9-6289754a090d,49.53,USD,2026-03-13T11:28:00+08:00,mobile_app,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""GB""}, ""settlement"": {""currency"": ""USD"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""GB"", ""age"": ""30"", ""account_type"": ""savings""}}"
3dd114a8-8019-0601-b41f-d5e47be95acd,e3ba21ea-ebab-b730-93c5-f937854d8fed,544576.90,CNY,2026-04-09T12:30:00+08:00,branch,"{""purpose_code"": ""MERCHANT"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T1""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""20"", ""account_type"": ""savings""}}"
549c161a-8980-946e-00ba-7396b9e1aa7d,a30b6b3b-8049-e2e3-f065-3911f9ed925d,36932.33,CNY,2026-02-13T10:44:00+08:00,branch,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""HK""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""HK"", ""age"": ""59"", ""account_type"": ""checking""}}"
aa1e9770-32af-81e3-8f5c-0c104c25d4d1,536a3b88-7a58-dbe7-b4b2-a89a24e11627,11417.28,CNY,2026-04-29T17:50:00+08:00,mobile_app,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""GB""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T1""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""GB"", ""age"": ""20"", ""account_type"": ""checking""}}"
ea885557-80c9-2a76-9e42-ae55f77e82c4,f7ace192-5676-9148-33ec-ded03d68154a,1.91,USD,2026-03-04T17:40:00+08:00,mobile_app,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""CORPORATE"", ""country"": ""GB""}, ""settlement"": {""currency"": ""USD"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""GB"", ""age"": ""43"", ""account_type"": ""checking""}}"
ccedfd47-ccf5-332d-54a1-5bb595fd2c36,5e10bdc4-9d5c-d97a-7977-6c6311e84c19,12137.61,CNY,2026-02-15T12:00:00+08:00,atm,"{""purpose_code"": ""MERCHANT"", ""counterparty"": {""type"": ""CORPORATE"", ""country"": ""GB""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": true}, ""customer_context"": {""country"": ""GB"", ""age"": ""30"", ""account_type"": ""checking""}}"
a9a66f21-f6fa-a3f0-6991-df5cb8e34b0b,ea79c114-244c-e444-316d-3b355dbc54ff,6328.21,USD,2026-04-17T17:53:00+08:00,web,"{""purpose_code"": ""FX_SETTLEMENT"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""GB""}, ""settlement"": {""currency"": ""USD"", ""sla_bucket"": ""T1""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""GB"", ""age"": ""40"", ""account_type"": ""savings""}}"
4e1c2146-a2a9-903b-36cd-c539f4b3a544,bfe4610c-ca0f-c741-7ffe-4e28211d93ef,182.93,EUR,2026-04-29T16:25:00+08:00,mobile_app,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""US""}, ""settlement"": {""currency"": ""EUR"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""US"", ""age"": ""21"", ""account_type"": ""checking""}}"
1a6ec511-30ab-50ea-3c9a-af01c826b767,995dd2c5-784b-2103-7c39-6f7f8ab913f5,2077.73,CNY,2026-03-08T10:56:00+08:00,branch,"{""purpose_code"": ""FX_SETTLEMENT"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""T1""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""19"", ""account_type"": ""checking""}}"
2c5e44b2-c499-78ce-8948-c484067c207a,42d34c24-d0a2-75a0-c77a-f65db49c94fe,103421.56,USD,2026-03-27T09:59:00+08:00,mobile_app,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""US""}, ""settlement"": {""currency"": ""USD"", ""sla_bucket"": ""T1""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""US"", ""age"": ""35"", ""account_type"": ""checking""}}"
10c63183-4e60-5063-2152-a9a406250a5e,d883948c-f6ee-4e40-8adc-d9ae9678e5cc,3.01,USD,2026-02-10T18:10:00+08:00,mobile_app,"{""purpose_code"": ""SALARY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""USD"", ""sla_bucket"": ""T0""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""22"", ""account_type"": ""checking""}}"
93c92e53-e553-d459-655d-aef22ba027d4,c1744ec6-f44a-d794-0cc6-453b36d17560,102946.51,CNY,2026-02-10T18:40:00+08:00,atm,"{""purpose_code"": ""SALARY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""71"", ""account_type"": ""savings""}}"
598423f8-148c-ecb7-3f00-2131e47ec063,a08c54ce-8ea0-03ed-f039-856c7ea7d4c0,2664.92,CNY,2026-03-05T16:37:00+08:00,call_center,"{""purpose_code"": ""BILL_PAY"", ""counterparty"": {""type"": ""INDIVIDUAL"", ""country"": ""CN""}, ""settlement"": {""currency"": ""CNY"", ""sla_bucket"": ""INSTANT""}, ""flags"": {""is_reversal"": false, ""is_suspected_fraud"": false}, ""customer_context"": {""country"": ""CN"", ""age"": ""67"", ""account_type"": ""savings""}}"
