lead_id,customer_id,marketing_campaign_id,campaign_source,product_interest,lead_status,lead_score,captured_time,assigned_time,contact_pref_json
ca768716-3d2c-4a2e-1e30-a66e84ec04df,01c38fdc-b25c-0832-f250-07290e071eed,9d83b172-7fca-3ade-bb45-975ed713128d,email,cards,recycled,87,2026-01-22T11:22:00+08:00,2026-03-26T10:18:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 11, ""variant_token"": 287961}"
e7a73115-b1d9-85ab-2c4b-adccb2bedbd8,093c0666-679b-d827-78f2-988444007be4,93453fa7-083b-67df-45c4-de6392f3e17e,email,deposit,recycled,36,2026-01-21T09:58:00+08:00,2026-03-30T13:02:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 12, ""variant_token"": 63089}"
7432da3a-9d79-83b8-0977-470c12103418,7bde1761-18cf-dcd5-f631-8ff8261a7722,7b4f8e3c-136b-ce42-ea1c-e9038ad34da5,email,insurance,new,12,2026-02-10T19:55:00+08:00,2026-03-22T18:15:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 13, ""variant_token"": 823233}"
d918ef40-ec5b-52d8-973e-381a671ee692,a467900f-3201-2f4d-456a-dc642f5c5884,df49d5cb-eeb6-b4bc-901c-c1db9dd5955a,sms,cards,qualified,9,2026-01-12T16:22:00+08:00,2026-03-16T13:31:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 14, ""variant_token"": 783769}"
352ef056-d049-93e0-5eeb-c107352c7f76,c15ef994-d4f6-7dec-6f0b-f6a90104ef9d,09ade454-4461-6f2e-2dd5-3615ac7ff733,branch,wealth,recycled,92,2026-02-12T15:02:00+08:00,2026-03-25T15:59:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 15, ""variant_token"": 304290}"
9d2e82f7-7460-5ee5-6ed4-f5ebaabc13bf,aa5a747f-28d9-748a-4ef0-3685020accff,65c18ed2-e135-76c5-e904-a0a50d0e2ef1,multi,lending,lost,64,2026-01-02T10:36:00+08:00,2026-03-25T14:20:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 16, ""variant_token"": 33967}"
23cbd434-d867-45f1-73be-2a9d0c94d9ad,d62a9078-261d-d228-a985-5a8695b05fda,8410a6a2-2c1f-2f78-4572-8f3d4120d2d1,sms,deposit,recycled,89,2026-02-03T16:17:00+08:00,2026-03-14T17:59:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 17, ""variant_token"": 669563}"
b8f171d2-dd75-484a-b449-9ffb48ea4283,affec1f2-0627-6f74-6825-6ff34c13c780,87b3633d-a66d-1387-28f7-ef0619e8e3d8,sms,other,contacted,23,2026-01-27T12:23:00+08:00,2026-03-12T18:24:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 18, ""variant_token"": 822313}"
073f9920-e977-1fb2-c970-ccdb598b1418,7b86fc12-b2eb-6583-bf71-4f07dbd5fa33,3d30ae4c-c0ec-ef58-6516-0c53ab1cfcb5,email,deposit,converted,15,2026-01-02T17:11:00+08:00,2026-03-03T11:25:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 19, ""variant_token"": 363605}"
3965feeb-40b7-3369-ffbf-da747aaa6a69,545d1eb0-38a6-0866-f06d-6f0237849a13,9f07f282-3a2e-c069-5c9e-27e8cb0204af,email,other,converted,49,2026-01-01T19:51:00+08:00,2026-01-13T11:34:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 20, ""variant_token"": 570460}"
51697020-4fde-d55a-9daa-b07a073e77ec,5efe23a8-fdb8-ea8b-b2e6-50ca0dc75b27,2739e936-7ed6-9281-340b-0c9b0db3d62c,branch,deposit,converted,11,2026-01-19T16:06:00+08:00,2026-01-19T16:06:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 21, ""variant_token"": 51658}"
1248c36e-7c77-cd1c-2f8c-99fde549b71e,7c2ed76f-ffe7-f5c6-054b-72e44d2b4db6,9139cd24-7f97-9438-735e-543d3e795dce,multi,deposit,converted,49,2026-01-21T19:09:00+08:00,2026-01-21T19:09:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 22, ""variant_token"": 718180}"
ad215556-368b-0099-7380-508e9f5b8ca0,db597900-0154-1279-cb56-04af9143f3e1,b599f70b-e618-d8ba-11e2-135d0d99959b,multi,wealth,converted,69,2026-01-28T16:44:00+08:00,2026-02-01T14:13:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 23, ""variant_token"": 980118}"
e7ebf850-1f9d-115d-d05e-765a1ec14cf0,571fa9d5-c6d1-9526-45d1-122786e6ac0c,3515adf9-f47d-d3e1-cff4-9f4aeed92e40,multi,cards,contacted,38,2026-02-06T18:19:00+08:00,2026-02-09T12:45:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 24, ""variant_token"": 149357}"
8e9d7e0b-194c-b783-7663-4fc7ee883972,2978e203-fd01-98a2-b4b4-dc04882870fb,03a45b76-3d4e-36de-98f2-0e4874c960b6,multi,wealth,qualified,20,2026-01-27T09:35:00+08:00,2026-03-21T13:45:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 25, ""variant_token"": 191055}"
7c2a64bb-9f11-1a5c-4ce4-628f3b94f5d6,b996ad21-81a3-5fe6-ec0f-65d7a2c012ec,a9875fb0-58a1-b850-f2fd-4a66bc213364,multi,deposit,new,98,2026-02-13T10:46:00+08:00,2026-02-13T10:46:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 26, ""variant_token"": 630479}"
5fb0b293-903c-d18c-5b0e-ed948481f1f2,1f51b17a-8c3a-cf7f-f16f-d857267f8135,f68a6103-ba6b-2f3b-615c-314d7344ac22,branch,deposit,new,8,2026-01-15T10:54:00+08:00,2026-02-01T11:50:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 27, ""variant_token"": 149939}"
6059da80-f66f-11a0-5df1-0d89a534b0a3,c7967e42-6a2e-0d6c-c035-6800b3a205c1,048b9d8d-0f9b-8087-5051-8061650279d0,sms,deposit,qualified,18,2026-01-08T10:41:00+08:00,2026-02-09T17:58:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 28, ""variant_token"": 76635}"
e84ca4bd-d14f-1d1e-d880-8c8206a508f2,11413fe2-0b3f-bd01-8b11-e294f128f351,03e314b7-bb18-9cc0-592b-5da5bbf03e64,sms,deposit,recycled,28,2026-01-05T12:11:00+08:00,2026-03-14T11:47:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 29, ""variant_token"": 561376}"
6ed5c4ed-6c96-555c-f2a6-6c2be64c545d,0f5eecf9-860d-60e6-ddb0-45bd2e4ed1c8,1df0b03b-f2c9-3c1a-c2b5-58f2cd5d0c3a,sms,wealth,converted,40,2026-02-12T11:51:00+08:00,2026-02-12T11:51:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 30, ""variant_token"": 87370}"
a89730bb-9cc4-52b6-1cf2-f72f46191bb9,2af3521e-7fba-d6ac-4b62-d3a89992d097,76bc23c8-74cb-2f0c-38f7-018902ec0b28,push,wealth,contacted,51,2026-02-11T19:18:00+08:00,2026-02-16T10:42:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 31, ""variant_token"": 852898}"
d9695024-894b-902d-60f9-bebbe40bbaa3,fed72849-f661-2449-e530-926085789aa7,5d93f359-982b-df71-b2ba-700e9b2927b2,sms,deposit,contacted,55,2026-01-14T10:51:00+08:00,2026-03-28T14:22:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 32, ""variant_token"": 57728}"
07df7134-1261-bc43-baff-dab16ca87916,ee2ebbc5-5f00-d91c-d7f5-cacf05e1a855,bf24c27f-e6d6-2701-0bad-4e81bbc6d764,multi,insurance,new,92,2026-01-01T20:00:00+08:00,2026-02-28T10:27:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 33, ""variant_token"": 433786}"
6bef1607-9014-394f-a2a9-440fc7d433f6,2fac5fd8-cac1-3231-343d-9f71b742dd85,ad671239-2581-63bf-ae50-a0120572b1dd,branch,deposit,qualified,91,2026-02-02T13:38:00+08:00,2026-02-02T13:38:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 34, ""variant_token"": 20508}"
7f80b762-7043-e44f-36c3-6ded9f2d97da,9e4f03cc-fe3c-65aa-74e7-e07e493b6bb0,4172e6b3-4cfa-5998-dcdd-3a69bc2c6bdf,email,lending,converted,37,2026-01-27T17:42:00+08:00,2026-01-27T17:42:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 35, ""variant_token"": 790798}"
d3b86322-1b34-b29d-c33f-6824136eefbf,1f3e72eb-7359-b86c-dad0-d9a3112a8fee,a2ceef5e-a4fd-b825-b1cb-4b8e38cc2350,multi,cards,lost,43,2026-01-15T12:26:00+08:00,2026-01-15T12:26:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 36, ""variant_token"": 18221}"
6f79bc1f-2667-2b5f-1cba-27bc8cf1223e,44b417e5-d020-0027-82fd-9fced6bdfad6,c81b677c-a8ce-5eb3-54c0-e00a7c9b5868,push,deposit,lost,62,2026-01-21T15:53:00+08:00,2026-01-21T15:53:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 37, ""variant_token"": 286829}"
4fbf1f93-9dab-43e9-f2eb-1ce92e2d795b,a27fdb0d-3743-0b95-00cd-34973f0ca111,e995386f-fac5-b114-a27c-4224d10f3fbc,sms,cards,contacted,75,2026-01-06T12:45:00+08:00,2026-02-22T10:34:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 38, ""variant_token"": 463863}"
d160ce49-199f-b4a5-fff0-8412cefb1cc8,e85f81d6-e3fd-8c05-4dc6-bf289f68a652,e89be8bb-8af8-e08a-c351-44b644777229,multi,deposit,lost,56,2026-01-02T20:00:00+08:00,2026-01-02T20:00:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 39, ""variant_token"": 888278}"
5f2ef6fe-5ac2-987a-2366-8ae19cb48718,55ef65b5-5f15-9123-1ba4-98616fdf1564,5d0aa86c-1586-5859-828e-9c23c0f30151,multi,deposit,new,21,2026-01-14T12:25:00+08:00,2026-01-14T12:25:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 40, ""variant_token"": 429731}"
e8b93c5d-4124-9305-d335-499573c5b4dd,5e50280c-b93b-aa5b-38f1-be03044dabe6,97a6c4c6-5a69-997c-2cc2-08a2c7e98682,sms,deposit,contacted,16,2026-01-15T15:17:00+08:00,2026-02-21T15:55:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 41, ""variant_token"": 466604}"
aecbcdb1-f968-8b6b-f649-f1ad78640678,4df41958-e2e6-2605-5718-af2db09a9d3d,4bd868a7-ded2-33e7-2d18-421391f66af5,push,wealth,contacted,54,2026-02-13T15:49:00+08:00,2026-02-23T12:11:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 42, ""variant_token"": 513495}"
905da109-37c6-a8dc-1285-6a5d4583f78a,cab8a291-50d2-8c87-f47b-8ace9b9cdae6,bd856acb-1760-c493-6cb1-9e43ccf9a490,sms,wealth,lost,30,2026-01-22T17:29:00+08:00,2026-02-15T18:45:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 43, ""variant_token"": 82157}"
8ee03b28-4f88-f600-3f74-2efb1ebc08f6,554081ea-bcee-b1e0-33bd-598992d42187,786bf760-d425-1649-7378-fe15cb0f306e,sms,wealth,lost,18,2026-01-02T12:04:00+08:00,2026-03-10T14:27:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 44, ""variant_token"": 97276}"
4021c674-d830-560e-37d6-0eaa113284a8,7b86fc12-b2eb-6583-bf71-4f07dbd5fa33,76bc23c8-74cb-2f0c-38f7-018902ec0b28,push,deposit,contacted,30,2026-02-03T09:53:00+08:00,2026-03-12T17:47:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 45, ""variant_token"": 319095}"
aa59c41f-5357-4c5f-0ee7-66db112f6254,bfba2499-6f85-fcb1-c1cf-706afdf97cd5,2c334263-199f-0d52-478a-8f4e583121f2,email,cards,recycled,39,2026-01-05T17:41:00+08:00,2026-03-14T13:39:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 46, ""variant_token"": 357170}"
992eb4cf-351f-074f-d2e3-ee624b541e67,84f6602a-699e-225f-9310-409a97920311,3d30ae4c-c0ec-ef58-6516-0c53ab1cfcb5,push,wealth,lost,59,2026-02-12T17:17:00+08:00,2026-03-16T12:08:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 47, ""variant_token"": 220027}"
0f3e53a1-d515-117f-be72-fd70cf503fbb,3b516660-4187-b281-3ff4-bac7ea6767a6,bea76173-2024-6577-7447-81a3c6c147b4,email,deposit,contacted,89,2026-01-30T16:32:00+08:00,2026-01-30T16:32:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 48, ""variant_token"": 583748}"
e0126674-b6cc-cefb-3ba5-2861bfe39060,3921e510-f3df-6d50-5cbc-3c670256b415,354ba6cf-8ddc-87e2-f7e8-9469fbcb6bd0,email,cards,converted,61,2026-02-04T11:16:00+08:00,2026-03-17T15:59:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 49, ""variant_token"": 578758}"
77ecd508-13fb-17a7-f2e8-3451dd7ca3bb,ba7831b5-f277-df61-08c5-c6911ebab003,8a85a9b9-36ab-813d-6017-6be7a9670610,other,lending,contacted,50,2026-01-16T18:06:00+08:00,2026-01-16T18:06:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 50, ""variant_token"": 500761}"
71e19ee6-e907-1b18-2998-74f714f32aad,8734db31-efee-60bb-cd28-02e867452570,1745cce5-885c-ed17-bdf3-eb1cc93a2693,other,lending,lost,56,2026-01-28T15:35:00+08:00,2026-03-03T17:44:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 51, ""variant_token"": 612428}"
7601e482-cb2c-f02d-7df9-34ce7b15397a,f375ca03-8cef-bf26-4d65-207a5624839b,d883c769-3b08-2f5a-7140-52d1a5360d0a,push,lending,lost,77,2026-01-26T09:17:00+08:00,2026-01-26T09:17:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 52, ""variant_token"": 769903}"
a1f60429-fa2e-c43b-8ff3-ec2a69b5e014,1f90c074-d194-2d14-abc2-e5dc36b56ee7,2739e936-7ed6-9281-340b-0c9b0db3d62c,email,cards,contacted,55,2026-02-10T19:53:00+08:00,2026-03-23T11:52:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 53, ""variant_token"": 751491}"
e68065e1-83cb-77b8-7fd4-e826dba8504f,66106f36-560c-c118-c7eb-d2c25739d9d8,bf24c27f-e6d6-2701-0bad-4e81bbc6d764,push,cards,new,76,2026-01-21T17:03:00+08:00,2026-01-21T17:03:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 54, ""variant_token"": 808897}"
cfd37267-b4e4-1ed0-cd91-bdeb29db4376,d2b5a6b4-085f-0851-de33-7aa2224d07da,bfd37626-d902-a144-d118-853c905ce5cc,email,cards,new,9,2026-02-02T13:16:00+08:00,2026-03-23T18:12:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 55, ""variant_token"": 752810}"
6dec665b-885b-eea0-176f-1b6b3042548e,85c8c252-cf3d-f4c2-2728-7594d1e57ca8,8d0a8f53-c9ee-17c8-e25a-6cb759c07319,branch,deposit,new,25,2026-01-21T19:47:00+08:00,2026-03-14T15:13:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 56, ""variant_token"": 930684}"
01e0a426-36fa-0f47-c207-e2d041759ca1,88662124-2125-9e2f-148f-479feedbd06d,293a4335-56ba-7b6a-827c-9b1b6f5dff21,push,cards,converted,23,2026-01-30T18:49:00+08:00,2026-01-30T18:49:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 57, ""variant_token"": 273780}"
78581efb-dff6-8943-019e-98078a04ebad,f197aebb-9015-4a4f-859a-38370debd23b,0078a579-b2d2-0c31-0126-aca297783538,email,wealth,qualified,11,2026-01-16T15:40:00+08:00,2026-03-30T15:12:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 58, ""variant_token"": 147897}"
777ef7ca-e9e7-0898-9d2f-0218e1401925,ee2ebbc5-5f00-d91c-d7f5-cacf05e1a855,89236737-c610-4fc6-172a-904ad2bc5ed9,sms,deposit,converted,12,2026-01-05T14:49:00+08:00,2026-02-02T13:52:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 59, ""variant_token"": 56200}"
e16e74ca-467b-5371-2cbb-5df466edb84c,19e4e99e-deff-a7f0-edb4-3b57eeca57cf,ef179df6-0185-885e-99de-d33e139fa61b,email,deposit,new,25,2026-01-26T17:34:00+08:00,2026-02-11T18:11:00+08:00,"{""generator_id"": ""legacy_heuristic_json"", ""payload_intent"": ""synthetic_placeholder_only"", ""table_name"": ""leads"", ""column_name"": ""contact_pref_json"", ""row_index"": 60, ""variant_token"": 727259}"
