account_id,sales_opportunity_id,customer_id,bank_product_id,account_type,status,opened_time,balance,metadata_json
a8bf8e19-df18-472d-44f4-75e905feb476,716cd5c8-9295-c4f6-42fa-0098ecd5da91,4fd36fa9-acae-5b3a-e07f-e2166af11040,25ee8444-0672-6ddb-175c-ded803260209,checking,active,2026-03-07T14:05:00+08:00,7995.07,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""call_center"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 15, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
8c73047c-6c9f-b4a3-e3fb-757f7dd999cf,46c00743-cd5e-008f-1290-f3c2f52f3f49,80b4460f-86a6-42e2-ffeb-c1d5cb0cf1f2,06e152d3-84c3-e6d3-9fef-6a1eb2dfaa58,checking,open,2026-03-01T16:07:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""web"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 16, ""overdraft_enabled"": false, ""cross_border_enabled"": true}}"
94d7a9ae-1da9-17cc-ee72-113a0a11bf59,7e90977e-a2c5-061d-5867-933de5ec0a5a,7b21af53-a1da-d9a9-8e76-a8e117b7b477,b293332b-3967-aafc-f87a-de0b586138c7,checking,active,2026-03-24T17:18:00+08:00,12370.44,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 5, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
e61adee4-d53b-f45e-3ceb-72ab7cd1bf48,1eaef10b-f2cb-5009-df3c-a94e21123e13,af66046b-de36-bc03-8948-3abda21a2cbf,068b6a12-43a1-513a-b0cd-98d46232e13a,savings,active,2026-03-18T15:14:00+08:00,353493.08,"{""product_family"": ""LENDING"", ""service_channel"": ""web"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 26, ""overdraft_enabled"": true, ""cross_border_enabled"": true}}"
4885af5d-3b59-1c78-a184-db9c8967a2b3,4e1da472-1937-d0d8-f198-4c8bea08ef0e,e49a4831-199b-9035-92f6-2c50cf81d55e,3af470dc-bf79-c28a-4d61-272e626d37c6,savings,open,2026-04-02T12:51:00+08:00,40.29,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""branch"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 26, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
77f8dfef-4c02-017f-4284-61ecbe8763c0,61f596ea-6e14-447a-af09-7ab8631fac35,ee2ebbc5-5f00-d91c-d7f5-cacf05e1a855,fa952a88-0430-74af-fa00-44b8b27d090a,checking,active,2026-03-13T14:59:00+08:00,27195.52,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""call_center"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 14, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
15ffbb3e-ce62-96d5-42c1-e6763045ec36,b7e40ec8-1f77-3eb4-0272-d33730fbfef8,6ce5916c-50c5-54e8-50f9-df5e908fc10e,12e17b6d-000f-6e3d-6971-0ccc0c660879,savings,active,2026-04-22T16:41:00+08:00,6632.22,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""branch"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 4, ""overdraft_enabled"": false, ""cross_border_enabled"": true}}"
3892db9e-b2f3-6876-ecff-2dec2960c0e6,1423bb0b-0738-459b-88cb-79bbb31839ec,6d750faf-8d4e-3cdd-4a99-9d870ea4c3aa,9a851f87-a217-940c-4884-19f20a0d1b1d,investment,active,2026-04-11T17:24:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""branch"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 21, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
7baa7d9c-5232-49d8-8170-07d96e6e559b,d9c175d3-d97c-23ab-980c-0740276814b1,979808df-335c-9e9d-4dab-71da34100a1f,9590469f-b5e5-57b5-afe4-c356c15a6904,savings,active,2026-02-14T15:15:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""branch"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 6, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
0081d5aa-c806-e72e-3401-578142825681,87685d4f-2a16-af23-12d6-d5ebd33fb8dd,bc3ec360-5c09-be8c-99c6-86aa96ee3e4e,776e15c6-d70a-cb05-1fc7-981af41d807f,savings,pending,2026-02-07T14:42:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""web"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 17, ""overdraft_enabled"": false, ""cross_border_enabled"": true}}"
f2537cb6-91c4-88c2-dd06-6b2cdce2a65a,217cd493-7d8c-7066-59ce-887bd4d51005,d0302da3-ca1b-6e45-4801-ab09f52a1eda,4f47501e-9161-0f74-501a-50b9cedcfd08,checking,pending,2026-04-18T11:11:00+08:00,343829.05,"{""product_family"": ""LENDING"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 15, ""overdraft_enabled"": true, ""cross_border_enabled"": true}}"
8625d83f-369b-1430-5450-6d697fd3fb80,b0744fa9-fe75-2369-db03-400b57412c4c,13742822-2026-d1b4-9371-930c63661eee,e57dc4de-9db6-1905-41ac-36b13aca8f7f,checking,pending,2026-04-09T12:30:00+08:00,10.70,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""branch"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 15, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
e6b3cc27-f781-a22f-0444-95798262d7f1,2b840aa7-e106-ecb6-7381-12617a30278e,54d4b34c-1ed8-564b-0c3f-6831264cd727,d2dd87f6-a477-57f7-3ab3-2bb4f53d935a,savings,active,2026-04-22T17:17:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""web"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 5, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
eba8155c-775c-ea83-3d89-33772c725a26,20b528e4-79d4-b4db-b8c4-d22d9eb645d6,130a8ab6-070a-1f68-d270-7a463dbb0edf,521d80aa-9b48-cec3-ee8e-843fdc23471a,checking,active,2026-04-05T13:59:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""PRIVATE_BANKING"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 26, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
802a5e11-203d-a872-0646-57aa47a8c8aa,56274567-9dbc-59f0-6b08-663ff5a5ba0b,915cca6e-51b6-d28e-c667-c08892296bfe,b293332b-3967-aafc-f87a-de0b586138c7,savings,open,2026-03-22T11:42:00+08:00,451885.52,"{""product_family"": ""LENDING"", ""service_channel"": ""call_center"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 2, ""overdraft_enabled"": true, ""cross_border_enabled"": true}}"
04990168-457d-54fc-b3c2-467127243bfd,240f4896-b36e-f989-c4d8-73f387841723,5f6e1ba2-741f-0f3e-732d-5e26bfcc8786,99ccbd70-ebc1-7841-c1ec-1401c7ffd3f9,savings,active,2026-03-28T12:51:00+08:00,5665.57,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 6, ""overdraft_enabled"": false, ""cross_border_enabled"": true}}"
