is_current,status_event_id,status_time,source_system,status,account_id,trace_id
N,evt_1bf5758d-64d3-445f-d473-51545c20e68b_001,2026-03-11T15:02:00+08:00,core_banking,open,1bf5758d-64d3-445f-d473-51545c20e68b,audit_1bf5758d-64d3-445f-d473-51545c20e68b_001
N,evt_1bf5758d-64d3-445f-d473-51545c20e68b_002,2026-03-11T15:03:00+08:00,core_banking,pending,1bf5758d-64d3-445f-d473-51545c20e68b,audit_1bf5758d-64d3-445f-d473-51545c20e68b_002
Y,evt_1bf5758d-64d3-445f-d473-51545c20e68b_003,2026-03-11T15:04:00+08:00,core_banking,active,1bf5758d-64d3-445f-d473-51545c20e68b,audit_1bf5758d-64d3-445f-d473-51545c20e68b_003
N,evt_a502a7d6-da38-5eaf-5124-b3c0cbeb40a5_001,2026-03-31T16:31:00+08:00,deposit_gateway,open,a502a7d6-da38-5eaf-5124-b3c0cbeb40a5,audit_a502a7d6-da38-5eaf-5124-b3c0cbeb40a5_001
Y,evt_a502a7d6-da38-5eaf-5124-b3c0cbeb40a5_002,2026-03-31T16:32:00+08:00,deposit_gateway,pending,a502a7d6-da38-5eaf-5124-b3c0cbeb40a5,audit_a502a7d6-da38-5eaf-5124-b3c0cbeb40a5_002
N,evt_bc510676-c425-5699-a1fe-45d286002dad_001,2026-03-12T12:35:00+08:00,core_banking,open,bc510676-c425-5699-a1fe-45d286002dad,audit_bc510676-c425-5699-a1fe-45d286002dad_001
N,evt_bc510676-c425-5699-a1fe-45d286002dad_002,2026-03-12T12:36:00+08:00,core_banking,pending,bc510676-c425-5699-a1fe-45d286002dad,audit_bc510676-c425-5699-a1fe-45d286002dad_002
Y,evt_bc510676-c425-5699-a1fe-45d286002dad_003,2026-03-12T12:37:00+08:00,core_banking,active,bc510676-c425-5699-a1fe-45d286002dad,audit_bc510676-c425-5699-a1fe-45d286002dad_003
N,evt_2baf19c1-b33b-9992-005f-314cb524cf0c_001,2026-03-02T14:12:00+08:00,deposit_gateway,open,2baf19c1-b33b-9992-005f-314cb524cf0c,audit_2baf19c1-b33b-9992-005f-314cb524cf0c_001
N,evt_2baf19c1-b33b-9992-005f-314cb524cf0c_002,2026-03-02T14:13:00+08:00,deposit_gateway,pending,2baf19c1-b33b-9992-005f-314cb524cf0c,audit_2baf19c1-b33b-9992-005f-314cb524cf0c_002
Y,evt_2baf19c1-b33b-9992-005f-314cb524cf0c_003,2026-03-02T14:14:00+08:00,deposit_gateway,active,2baf19c1-b33b-9992-005f-314cb524cf0c,audit_2baf19c1-b33b-9992-005f-314cb524cf0c_003
N,evt_874fe249-5bca-123d-5e5b-952f6b0c8ee3_001,2026-03-13T17:13:00+08:00,core_banking,open,874fe249-5bca-123d-5e5b-952f6b0c8ee3,audit_874fe249-5bca-123d-5e5b-952f6b0c8ee3_001
N,evt_874fe249-5bca-123d-5e5b-952f6b0c8ee3_002,2026-03-13T17:14:00+08:00,core_banking,pending,874fe249-5bca-123d-5e5b-952f6b0c8ee3,audit_874fe249-5bca-123d-5e5b-952f6b0c8ee3_002
Y,evt_874fe249-5bca-123d-5e5b-952f6b0c8ee3_003,2026-03-13T17:15:00+08:00,core_banking,active,874fe249-5bca-123d-5e5b-952f6b0c8ee3,audit_874fe249-5bca-123d-5e5b-952f6b0c8ee3_003
N,evt_317c8a54-b9b4-78ac-37d7-925926113da7_001,2026-02-14T09:32:00+08:00,core_banking,open,317c8a54-b9b4-78ac-37d7-925926113da7,audit_317c8a54-b9b4-78ac-37d7-925926113da7_001
N,evt_317c8a54-b9b4-78ac-37d7-925926113da7_002,2026-02-14T09:33:00+08:00,core_banking,pending,317c8a54-b9b4-78ac-37d7-925926113da7,audit_317c8a54-b9b4-78ac-37d7-925926113da7_002
Y,evt_317c8a54-b9b4-78ac-37d7-925926113da7_003,2026-02-14T09:34:00+08:00,core_banking,active,317c8a54-b9b4-78ac-37d7-925926113da7,audit_317c8a54-b9b4-78ac-37d7-925926113da7_003
N,evt_32e1a402-ee91-ab33-e71f-65eb7a7881f3_001,2026-03-21T10:17:00+08:00,deposit_gateway,open,32e1a402-ee91-ab33-e71f-65eb7a7881f3,audit_32e1a402-ee91-ab33-e71f-65eb7a7881f3_001
N,evt_32e1a402-ee91-ab33-e71f-65eb7a7881f3_002,2026-03-21T10:18:00+08:00,deposit_gateway,pending,32e1a402-ee91-ab33-e71f-65eb7a7881f3,audit_32e1a402-ee91-ab33-e71f-65eb7a7881f3_002
Y,evt_32e1a402-ee91-ab33-e71f-65eb7a7881f3_003,2026-03-21T10:19:00+08:00,deposit_gateway,active,32e1a402-ee91-ab33-e71f-65eb7a7881f3,audit_32e1a402-ee91-ab33-e71f-65eb7a7881f3_003
N,evt_193d9d1e-a658-da47-ee9d-f33799362dcc_001,2026-01-24T14:46:00+08:00,core_banking,open,193d9d1e-a658-da47-ee9d-f33799362dcc,audit_193d9d1e-a658-da47-ee9d-f33799362dcc_001
N,evt_193d9d1e-a658-da47-ee9d-f33799362dcc_002,2026-01-24T14:47:00+08:00,core_banking,pending,193d9d1e-a658-da47-ee9d-f33799362dcc,audit_193d9d1e-a658-da47-ee9d-f33799362dcc_002
Y,evt_193d9d1e-a658-da47-ee9d-f33799362dcc_003,2026-01-24T14:48:00+08:00,core_banking,active,193d9d1e-a658-da47-ee9d-f33799362dcc,audit_193d9d1e-a658-da47-ee9d-f33799362dcc_003
Y,evt_cf0606a7-7eb6-86c9-4ce5-5555756b79de_001,2026-03-30T09:09:00+08:00,core_banking,open,cf0606a7-7eb6-86c9-4ce5-5555756b79de,audit_cf0606a7-7eb6-86c9-4ce5-5555756b79de_001
N,evt_4f2f3679-b2fb-170e-7efd-9e250e7c2f90_001,2026-03-11T16:02:00+08:00,core_banking,open,4f2f3679-b2fb-170e-7efd-9e250e7c2f90,audit_4f2f3679-b2fb-170e-7efd-9e250e7c2f90_001
N,evt_4f2f3679-b2fb-170e-7efd-9e250e7c2f90_002,2026-03-11T16:03:00+08:00,core_banking,pending,4f2f3679-b2fb-170e-7efd-9e250e7c2f90,audit_4f2f3679-b2fb-170e-7efd-9e250e7c2f90_002
Y,evt_4f2f3679-b2fb-170e-7efd-9e250e7c2f90_003,2026-03-11T16:04:00+08:00,core_banking,active,4f2f3679-b2fb-170e-7efd-9e250e7c2f90,audit_4f2f3679-b2fb-170e-7efd-9e250e7c2f90_003
N,evt_e53187fa-e8e2-b323-bfe9-2b9529315ef9_001,2026-03-22T11:42:00+08:00,deposit_gateway,open,e53187fa-e8e2-b323-bfe9-2b9529315ef9,audit_e53187fa-e8e2-b323-bfe9-2b9529315ef9_001
N,evt_e53187fa-e8e2-b323-bfe9-2b9529315ef9_002,2026-03-22T11:43:00+08:00,deposit_gateway,pending,e53187fa-e8e2-b323-bfe9-2b9529315ef9,audit_e53187fa-e8e2-b323-bfe9-2b9529315ef9_002
Y,evt_e53187fa-e8e2-b323-bfe9-2b9529315ef9_003,2026-03-22T11:44:00+08:00,deposit_gateway,active,e53187fa-e8e2-b323-bfe9-2b9529315ef9,audit_e53187fa-e8e2-b323-bfe9-2b9529315ef9_003
N,evt_270d7ea6-75eb-ca19-614b-cd71093a6c23_001,2026-03-02T14:12:00+08:00,core_banking,open,270d7ea6-75eb-ca19-614b-cd71093a6c23,audit_270d7ea6-75eb-ca19-614b-cd71093a6c23_001
N,evt_270d7ea6-75eb-ca19-614b-cd71093a6c23_002,2026-03-02T14:13:00+08:00,core_banking,pending,270d7ea6-75eb-ca19-614b-cd71093a6c23,audit_270d7ea6-75eb-ca19-614b-cd71093a6c23_002
Y,evt_270d7ea6-75eb-ca19-614b-cd71093a6c23_003,2026-03-02T14:14:00+08:00,core_banking,active,270d7ea6-75eb-ca19-614b-cd71093a6c23,audit_270d7ea6-75eb-ca19-614b-cd71093a6c23_003
Y,evt_7ac818d2-c437-e6d7-3ce2-cbd7b59a1ef7_001,2026-03-23T09:31:00+08:00,core_banking,open,7ac818d2-c437-e6d7-3ce2-cbd7b59a1ef7,audit_7ac818d2-c437-e6d7-3ce2-cbd7b59a1ef7_001
N,evt_bb597b53-2fba-fbda-a695-2b396005ed0b_001,2026-03-10T11:36:00+08:00,crm_status_bus,open,bb597b53-2fba-fbda-a695-2b396005ed0b,audit_bb597b53-2fba-fbda-a695-2b396005ed0b_001
N,evt_bb597b53-2fba-fbda-a695-2b396005ed0b_002,2026-03-10T11:37:00+08:00,crm_status_bus,pending,bb597b53-2fba-fbda-a695-2b396005ed0b,audit_bb597b53-2fba-fbda-a695-2b396005ed0b_002
Y,evt_bb597b53-2fba-fbda-a695-2b396005ed0b_003,2026-03-10T11:38:00+08:00,crm_status_bus,active,bb597b53-2fba-fbda-a695-2b396005ed0b,audit_bb597b53-2fba-fbda-a695-2b396005ed0b_003
N,evt_b7f6dd1f-6dc2-aa45-8617-2905e28309d9_001,2026-03-31T11:38:00+08:00,deposit_gateway,open,b7f6dd1f-6dc2-aa45-8617-2905e28309d9,audit_b7f6dd1f-6dc2-aa45-8617-2905e28309d9_001
N,evt_b7f6dd1f-6dc2-aa45-8617-2905e28309d9_002,2026-03-31T11:39:00+08:00,deposit_gateway,pending,b7f6dd1f-6dc2-aa45-8617-2905e28309d9,audit_b7f6dd1f-6dc2-aa45-8617-2905e28309d9_002
Y,evt_b7f6dd1f-6dc2-aa45-8617-2905e28309d9_003,2026-03-31T11:40:00+08:00,deposit_gateway,active,b7f6dd1f-6dc2-aa45-8617-2905e28309d9,audit_b7f6dd1f-6dc2-aa45-8617-2905e28309d9_003
N,evt_a7366121-b6b4-621c-f661-ec41e7cc8ccb_001,2026-03-18T10:32:00+08:00,core_banking,open,a7366121-b6b4-621c-f661-ec41e7cc8ccb,audit_a7366121-b6b4-621c-f661-ec41e7cc8ccb_001
N,evt_a7366121-b6b4-621c-f661-ec41e7cc8ccb_002,2026-03-18T10:33:00+08:00,core_banking,pending,a7366121-b6b4-621c-f661-ec41e7cc8ccb,audit_a7366121-b6b4-621c-f661-ec41e7cc8ccb_002
Y,evt_a7366121-b6b4-621c-f661-ec41e7cc8ccb_003,2026-03-18T10:34:00+08:00,core_banking,active,a7366121-b6b4-621c-f661-ec41e7cc8ccb,audit_a7366121-b6b4-621c-f661-ec41e7cc8ccb_003
N,evt_8a555459-dda0-34ec-fbad-8c2501d2c18d_001,2026-03-28T15:59:00+08:00,core_banking,open,8a555459-dda0-34ec-fbad-8c2501d2c18d,audit_8a555459-dda0-34ec-fbad-8c2501d2c18d_001
N,evt_8a555459-dda0-34ec-fbad-8c2501d2c18d_002,2026-03-28T16:00:00+08:00,core_banking,pending,8a555459-dda0-34ec-fbad-8c2501d2c18d,audit_8a555459-dda0-34ec-fbad-8c2501d2c18d_002
Y,evt_8a555459-dda0-34ec-fbad-8c2501d2c18d_003,2026-03-28T16:01:00+08:00,core_banking,active,8a555459-dda0-34ec-fbad-8c2501d2c18d,audit_8a555459-dda0-34ec-fbad-8c2501d2c18d_003
N,evt_430463e0-682e-bc99-a782-7f20f0b756ee_001,2026-03-10T13:55:00+08:00,core_banking,open,430463e0-682e-bc99-a782-7f20f0b756ee,audit_430463e0-682e-bc99-a782-7f20f0b756ee_001
N,evt_430463e0-682e-bc99-a782-7f20f0b756ee_002,2026-03-10T13:56:00+08:00,core_banking,pending,430463e0-682e-bc99-a782-7f20f0b756ee,audit_430463e0-682e-bc99-a782-7f20f0b756ee_002
Y,evt_430463e0-682e-bc99-a782-7f20f0b756ee_003,2026-03-10T13:57:00+08:00,core_banking,active,430463e0-682e-bc99-a782-7f20f0b756ee,audit_430463e0-682e-bc99-a782-7f20f0b756ee_003
N,evt_a8bf8e19-df18-472d-44f4-75e905feb476_001,2026-03-07T14:05:00+08:00,core_banking,open,a8bf8e19-df18-472d-44f4-75e905feb476,audit_a8bf8e19-df18-472d-44f4-75e905feb476_001
N,evt_a8bf8e19-df18-472d-44f4-75e905feb476_002,2026-03-07T14:06:00+08:00,core_banking,pending,a8bf8e19-df18-472d-44f4-75e905feb476,audit_a8bf8e19-df18-472d-44f4-75e905feb476_002
Y,evt_a8bf8e19-df18-472d-44f4-75e905feb476_003,2026-03-07T14:07:00+08:00,core_banking,active,a8bf8e19-df18-472d-44f4-75e905feb476,audit_a8bf8e19-df18-472d-44f4-75e905feb476_003
Y,evt_8c73047c-6c9f-b4a3-e3fb-757f7dd999cf_001,2026-03-01T16:07:00+08:00,core_banking,open,8c73047c-6c9f-b4a3-e3fb-757f7dd999cf,audit_8c73047c-6c9f-b4a3-e3fb-757f7dd999cf_001
N,evt_94d7a9ae-1da9-17cc-ee72-113a0a11bf59_001,2026-03-24T17:18:00+08:00,core_banking,open,94d7a9ae-1da9-17cc-ee72-113a0a11bf59,audit_94d7a9ae-1da9-17cc-ee72-113a0a11bf59_001
N,evt_94d7a9ae-1da9-17cc-ee72-113a0a11bf59_002,2026-03-24T17:19:00+08:00,core_banking,pending,94d7a9ae-1da9-17cc-ee72-113a0a11bf59,audit_94d7a9ae-1da9-17cc-ee72-113a0a11bf59_002
Y,evt_94d7a9ae-1da9-17cc-ee72-113a0a11bf59_003,2026-03-24T17:20:00+08:00,core_banking,active,94d7a9ae-1da9-17cc-ee72-113a0a11bf59,audit_94d7a9ae-1da9-17cc-ee72-113a0a11bf59_003
N,evt_e61adee4-d53b-f45e-3ceb-72ab7cd1bf48_001,2026-03-18T15:14:00+08:00,crm_status_bus,open,e61adee4-d53b-f45e-3ceb-72ab7cd1bf48,audit_e61adee4-d53b-f45e-3ceb-72ab7cd1bf48_001
N,evt_e61adee4-d53b-f45e-3ceb-72ab7cd1bf48_002,2026-03-18T15:15:00+08:00,crm_status_bus,pending,e61adee4-d53b-f45e-3ceb-72ab7cd1bf48,audit_e61adee4-d53b-f45e-3ceb-72ab7cd1bf48_002
Y,evt_e61adee4-d53b-f45e-3ceb-72ab7cd1bf48_003,2026-03-18T15:16:00+08:00,crm_status_bus,active,e61adee4-d53b-f45e-3ceb-72ab7cd1bf48,audit_e61adee4-d53b-f45e-3ceb-72ab7cd1bf48_003
Y,evt_4885af5d-3b59-1c78-a184-db9c8967a2b3_001,2026-04-02T12:51:00+08:00,core_banking,open,4885af5d-3b59-1c78-a184-db9c8967a2b3,audit_4885af5d-3b59-1c78-a184-db9c8967a2b3_001
N,evt_77f8dfef-4c02-017f-4284-61ecbe8763c0_001,2026-03-13T14:59:00+08:00,core_banking,open,77f8dfef-4c02-017f-4284-61ecbe8763c0,audit_77f8dfef-4c02-017f-4284-61ecbe8763c0_001
N,evt_77f8dfef-4c02-017f-4284-61ecbe8763c0_002,2026-03-13T15:00:00+08:00,core_banking,pending,77f8dfef-4c02-017f-4284-61ecbe8763c0,audit_77f8dfef-4c02-017f-4284-61ecbe8763c0_002
Y,evt_77f8dfef-4c02-017f-4284-61ecbe8763c0_003,2026-03-13T15:01:00+08:00,core_banking,active,77f8dfef-4c02-017f-4284-61ecbe8763c0,audit_77f8dfef-4c02-017f-4284-61ecbe8763c0_003
N,evt_15ffbb3e-ce62-96d5-42c1-e6763045ec36_001,2026-04-22T16:41:00+08:00,core_banking,open,15ffbb3e-ce62-96d5-42c1-e6763045ec36,audit_15ffbb3e-ce62-96d5-42c1-e6763045ec36_001
