sales_opportunity_id,lead_id,customer_id,opportunity_stage,expected_value,win_probability,expected_close_date,actual_close_time,opportunity_json
b55dea5e-3a74-3651-69c2-054ab326ad46,8b878b49-0f07-14d5-9d19-8c8bf3a629a8,cb9891d5-9643-6848-371b-ac4b7c30771c,needs_analysis,10000,0.40,2026-03-22T16:17:00+08:00,,
6e0c139e-78c1-9aae-5d61-9cc37f3d07ae,119f770c-46a5-ba1e-606f-29ef8a326d88,5f0ff0e6-2d20-1c2a-9ac6-9dd7cab924d0,solution_presentation,50000,0.40,2026-03-10T15:00:00+08:00,,
3985d8d3-b808-0bf2-17ef-7995af39d455,1de0c90d-2794-3ec3-9c2f-9c68a8012209,876498c0-b432-4d97-fdeb-94444060e198,solution_presentation,50000,0.55,2026-01-28T18:20:00+08:00,,
478681cd-581d-fe2f-6026-4523f444755b,d8b8aa3c-713a-ebcd-3007-6737ffe1b672,8e8dd497-e8cd-9a98-0741-9b89b1f50760,prospecting,10000,0.40,2026-04-17T17:53:00+08:00,,
59ae966f-98e4-7620-cd83-7f89aab6797d,fe4d98d5-4610-7dd3-164c-3a7cc3277416,7a1bbf8a-eba3-b04c-0d6b-1d759644fd8e,solution_presentation,100000,0.55,2026-01-12T17:04:00+08:00,,
a6192d2e-08da-67fd-c8ef-1fc9f73f8b29,4fbf1f93-9dab-43e9-f2eb-1ce92e2d795b,a27fdb0d-3743-0b95-00cd-34973f0ca111,prospecting,50000,0.10,2026-02-13T16:11:00+08:00,,
f1fbe7d8-3970-a253-6909-444aa387008b,f6baf6c8-0383-a954-c612-0a84cf45eaeb,7b86fc12-b2eb-6583-bf71-4f07dbd5fa33,negotiation,100000,0.85,2026-02-01T15:35:00+08:00,,
e84442f8-406d-9dc7-7477-94f7109f3495,4795bdb9-c07d-c09b-456b-9b587903645f,803e5368-a7da-a9e9-af40-e05acd03c436,solution_presentation,100000,0.55,2026-02-05T09:09:00+08:00,,
d413f6a0-4183-d788-2735-a0f1512417c7,2a30aa87-038a-771b-c837-855482950455,137b3a65-4865-837b-1024-07eb63e1a86e,prospecting,10000,0.25,2026-03-31T13:00:00+08:00,,
994a25a4-3fb8-a366-9e19-8b07846af7de,54b4c717-6ff2-7616-57d3-cdb452f54a2a,5f132390-d819-f324-f20c-e1ed48a83f7b,negotiation,250000,0.70,2026-02-09T09:27:00+08:00,,
d1af228e-a0ff-8f08-1d2f-8957ba70dfd3,c41eeaf8-452c-f466-aff3-11be4fb088c5,1b92c18f-b8c7-73d2-cb00-9c57fa0a5b63,needs_analysis,100000,0.55,2026-01-20T12:53:00+08:00,,
b83fbbfe-9b23-ae9d-3b18-f4e1fb208d57,566f8af3-98e9-9859-ce9c-55aad82d554b,9f4a9566-8de4-c16f-19e5-748d8d4b5683,closed_lost,25000,0.15,2026-02-10T18:10:00+08:00,2026-03-22T16:47:00+08:00,
8383e197-8d57-1e8d-c6e7-fa462f613eb1,8ee03b28-4f88-f600-3f74-2efb1ebc08f6,554081ea-bcee-b1e0-33bd-598992d42187,negotiation,250000,0.55,2026-04-07T09:15:00+08:00,,
b3f18bd4-abae-9b2d-e737-c54f72a0c235,34845162-e0aa-b5b8-7d01-853311c54d67,41874ffd-fe39-9ad5-b125-a1dd92ec76ea,negotiation,100000,0.55,2026-03-03T18:55:00+08:00,,
1eaef10b-f2cb-5009-df3c-a94e21123e13,96a887ee-4f2b-55de-1a18-6339f8b3cb82,af66046b-de36-bc03-8948-3abda21a2cbf,negotiation,100000,0.70,2026-02-13T18:46:00+08:00,,
27b31626-f951-4f1a-b389-377c9c49aa7d,a4e54a44-919f-c3a3-24c0-597a3eec68e1,04b21521-8109-ef14-b81e-c43ac2e200b3,solution_presentation,50000,0.55,2026-03-25T10:55:00+08:00,,
3081b56b-47a1-4253-4c78-c0ee363660f5,8c54c7ef-6849-0c4b-04cb-2224decc20cc,6cfe879e-7167-ab86-5360-a408537fa777,needs_analysis,25000,0.40,2026-03-19T13:26:00+08:00,,
d731e570-7261-b08d-2294-c5940944e766,a72bd5f6-b999-0e4e-09da-4fb61703c498,dce03182-0571-7de0-121c-0338653e3a74,solution_presentation,50000,0.70,2026-02-05T19:07:00+08:00,,
abab7d74-68f2-f49a-cbe8-6ea19a13fcee,fc275dde-eb20-a4a0-0bfb-64faba6c7a4a,82e2b639-4a65-7719-9403-5626c8911298,negotiation,100000,0.55,2026-02-01T16:40:00+08:00,,
9a0af0ab-9861-a0f6-a9d7-7abfa7b48fd1,b9c1db89-fb7d-6515-163b-aaac053636ba,ee2ebbc5-5f00-d91c-d7f5-cacf05e1a855,solution_presentation,50000,0.55,2026-04-04T16:46:00+08:00,,
2db83f11-f415-ee04-cb2b-013ba308f959,ea14da98-1b26-a2ad-6292-40bb96b8a9a8,1311e998-ce4a-2319-0b13-46ea9463d7ed,prospecting,25000,0.25,2026-03-25T12:08:00+08:00,,
eb7892ae-f9e0-e5cc-8a7d-ce03c716822f,d160ce49-199f-b4a5-fff0-8412cefb1cc8,e85f81d6-e3fd-8c05-4dc6-bf289f68a652,closed_lost,50000,0.15,2026-03-12T12:35:00+08:00,2026-03-12T12:35:00+08:00,
204a8f57-3c5b-7570-14dc-1e6ad1cb25b4,739c48d5-f12f-f680-e772-fc17db5ca531,1f3e72eb-7359-b86c-dad0-d9a3112a8fee,needs_analysis,100000,0.55,2026-03-23T12:14:00+08:00,,
7b15d27e-77ba-1688-8a47-3d1c511e67dc,287412ef-9aed-9e06-ebe1-f7b4fb335999,84ccf79d-bb50-2d44-4750-9c99cb334286,closed_won,100000,0.85,2026-03-20T10:52:00+08:00,2026-03-20T10:52:00+08:00,
7c7d4c23-f5b6-5dc9-22a1-8776f0347cda,5fb3e658-c4d4-9b0e-f3d4-a124528f0376,130a8ab6-070a-1f68-d270-7a463dbb0edf,solution_presentation,50000,0.40,2026-04-23T14:59:00+08:00,,
9f071811-1591-7377-5012-2c4cc2f81c7a,2718f349-dc6f-5fa3-edc3-799e35a57107,de8388ff-d7da-e0cc-3b16-c45f05bcecd4,solution_presentation,100000,0.55,2026-02-11T12:42:00+08:00,,
a098deff-4c5f-a88d-d2e4-1053d8028969,e84ca4bd-d14f-1d1e-d880-8c8206a508f2,11413fe2-0b3f-bd01-8b11-e294f128f351,closed_won,250000,0.85,2026-02-12T14:29:00+08:00,2026-02-12T14:29:00+08:00,
3cd4556b-9fcc-b159-6a24-fa7740ad351a,fb524553-f338-49c9-758e-58dda67fa807,82e2b639-4a65-7719-9403-5626c8911298,solution_presentation,50000,0.55,2026-03-13T09:41:00+08:00,,
5dbbc10e-acde-2eb5-0938-918380c49f80,361b18a7-caca-a9e1-23f5-527273739fb5,c9ebba9f-7255-5df3-bfbd-610610850eb5,closed_won,250000,0.95,2026-04-30T16:56:00+08:00,2026-04-30T16:56:00+08:00,
9470c609-f4a0-91f4-e99e-c797e521518f,5c49a7f4-8393-0cb4-9dc2-a82c37db2181,3c8006be-7d83-00ac-20a8-f6383cf191d0,prospecting,25000,0.25,2026-04-07T17:31:00+08:00,,
7f6651fe-c015-e3ed-2a7e-5e2b53de8854,ca61ceae-fd59-0074-44ca-6a56fc79f16e,b2a933ce-54fb-2e30-cde6-b080c2e957dc,solution_presentation,50000,0.70,2026-01-21T14:25:00+08:00,,
e098d4a0-ed5e-e467-9a48-dd19c1f900f5,96194fd8-f4b0-66db-7e86-999fb281e6cc,9e4f03cc-fe3c-65aa-74e7-e07e493b6bb0,needs_analysis,50000,0.55,2026-02-11T09:41:00+08:00,,
7cc41806-51e8-bdca-9bb3-28395f45b3c1,1ebee133-567f-9500-6b59-9b86d3488f06,a9299861-2f59-c076-5f2f-85b20b051671,prospecting,25000,0.25,2026-02-06T12:52:00+08:00,,
334bf2df-3cf6-7924-e08b-37482c7c4ff3,fab0c728-e5a5-3343-8814-41bc998812ed,e58a13ed-72c1-a16e-9073-11e408cb0bac,negotiation,100000,0.55,2026-03-18T13:32:00+08:00,,
4e1da472-1937-d0d8-f198-4c8bea08ef0e,f6639fbe-5729-e396-5882-0f55b87a884f,e49a4831-199b-9035-92f6-2c50cf81d55e,solution_presentation,100000,0.40,2026-04-02T12:51:00+08:00,,
65835fb7-9d15-7df5-aace-af640587a7c2,a1f60429-fa2e-c43b-8ff3-ec2a69b5e014,1f90c074-d194-2d14-abc2-e5dc36b56ee7,prospecting,25000,0.40,2026-02-10T19:53:00+08:00,,
20b528e4-79d4-b4db-b8c4-d22d9eb645d6,5fb3e658-c4d4-9b0e-f3d4-a124528f0376,130a8ab6-070a-1f68-d270-7a463dbb0edf,prospecting,25000,0.25,2026-04-05T13:59:00+08:00,,
71ae3f71-0a33-cb38-ae62-d7791c6909bf,41c2e36a-c361-0e4b-d6e2-12ffed8f36f6,14e11955-3080-47eb-a767-11371b53f548,needs_analysis,50000,0.25,2026-03-23T09:50:00+08:00,,
92625de1-8fc0-3569-67b8-1b099e715e29,8e0fe6fe-7d33-6c3f-b426-c49b7b1984bd,37beb839-1f5c-a86f-fa53-d522c6f8ff5f,needs_analysis,50000,0.25,2026-04-07T13:15:00+08:00,,
217cd493-7d8c-7066-59ce-887bd4d51005,f2f9eaf5-3b42-1685-3e70-f2625c79b1bb,d0302da3-ca1b-6e45-4801-ab09f52a1eda,solution_presentation,25000,0.55,2026-04-18T11:11:00+08:00,,
9e994a06-7613-fa30-7de4-92a9140aab5d,5d9b784e-cdae-d776-b9a3-de9ef5c3f51e,a4e48c32-5b9a-8bbb-d0f4-43a5bac99f96,needs_analysis,25000,0.40,2026-03-02T17:28:00+08:00,,
4bcca1ab-67c0-2cda-6a0b-f4b21cf45f41,1370fd27-b742-6e56-b0f9-317ef14f8328,130a8ab6-070a-1f68-d270-7a463dbb0edf,closed_lost,10000,0.15,2026-04-13T11:28:00+08:00,2026-04-13T11:28:00+08:00,
8aaa2c39-5338-f83f-9abe-33de7325691e,08c75057-c9f5-2282-662b-a0444cc0f2e7,9cd1caa5-0baf-2b04-f712-81eb9751bef4,closed_lost,25000,0.05,2026-03-16T16:17:00+08:00,2026-03-16T16:17:00+08:00,
ba3a46eb-2048-a9c0-c276-de10bbddbcc2,ca02b0ad-de32-642c-46c1-794480fdac6d,208463ca-067c-11bb-9e76-aaf056592e44,closed_won,250000,0.85,2026-03-26T10:37:00+08:00,2026-03-26T10:37:00+08:00,
6cb39823-f77d-6bc0-077e-0351dc641a42,ef92ce4f-f0ba-dc29-5756-a2e745015e0b,ad842345-a20b-b327-1cc1-5e85be6714e6,closed_lost,25000,0.15,2026-03-01T16:25:00+08:00,2026-03-01T16:25:00+08:00,
1a305cd1-3682-5896-a791-a9ce7538ae0b,07df7134-1261-bc43-baff-dab16ca87916,ee2ebbc5-5f00-d91c-d7f5-cacf05e1a855,negotiation,100000,0.70,2026-04-15T15:35:00+08:00,,
610c5a9e-cbec-7f5e-54ea-c55184c8e449,d02012b7-01d8-1ff8-00ca-2c75f9893a10,e0cd8691-5958-320a-6e01-824c81d23085,solution_presentation,50000,0.55,2026-01-21T11:08:00+08:00,,
4eda3478-0996-0696-b5dd-ffaca94a7f88,421dd97b-ec09-c799-0f7f-8ec5af11fc01,ffb8f8cc-b310-0d51-bf39-3952e88e1476,solution_presentation,50000,0.40,2026-02-12T12:36:00+08:00,,
990cbca2-825e-d253-5715-f14201a81f37,393cccee-82da-9f05-66c0-d65a33143adb,c359b36c-b398-5516-ad8c-e77e1759c30e,solution_presentation,100000,0.55,2026-04-09T11:22:00+08:00,,
78001c08-072a-f3e3-2e46-67226a7c0892,ab54eaf6-f3aa-acce-5f23-13027458dd91,5e96467c-1f92-f44c-bc65-97757269e3b6,solution_presentation,50000,0.55,2026-03-03T10:36:00+08:00,,
f55abef1-127a-235c-5567-58253d69f3b4,07df7134-1261-bc43-baff-dab16ca87916,ee2ebbc5-5f00-d91c-d7f5-cacf05e1a855,solution_presentation,10000,0.40,2026-04-17T12:29:00+08:00,,
83717969-9df5-e474-f224-ef5d8d65d77b,72527e2e-c39a-9d29-da59-482e47b6febe,7a11145f-8385-6316-aa56-86aebccda4f0,needs_analysis,50000,0.40,2026-02-09T15:13:00+08:00,,
651638ce-7899-b1c4-76c4-8cc333d059ea,c1d6f57a-36c1-effd-4df5-dcc7beaf28a8,81b8d4e9-f420-ee1c-f032-5c80061e545b,negotiation,250000,0.70,2026-02-18T16:02:00+08:00,,
d447574e-1c2a-f416-dbaa-5cc707750160,a2c7572c-61f5-b857-e021-b13ab439f110,9e4f03cc-fe3c-65aa-74e7-e07e493b6bb0,negotiation,50000,0.85,2026-03-01T11:50:00+08:00,,
23528d0f-dab9-db73-39cd-0e599969140e,0172e791-b188-4ed4-b372-00199cf30589,0fdfe1cd-0482-7873-e0a0-431e6943fc7f,prospecting,25000,0.25,2026-03-14T09:57:00+08:00,,
636fd763-5f78-6e09-18d6-021fd3a6e850,e70c619b-8908-49e0-44ee-a113b7595719,d29bd988-056a-cfd3-a10b-c758abf0ad1a,solution_presentation,250000,0.70,2026-04-14T13:56:00+08:00,,
1f5435f7-a04e-0c5f-942e-7c20dc7bc85d,5324321c-434c-abc9-2714-1ca2aa2b1ba5,f83427fb-57d1-f226-ebac-3a929e948950,solution_presentation,50000,0.40,2026-03-30T13:22:00+08:00,,
e3415036-2782-fed1-1863-3578442bab0f,ee43acbb-509d-c85c-521b-c44b14e11037,2b9dd1ff-ea03-8063-25ec-8039eab8ae4f,solution_presentation,100000,0.40,2026-04-17T17:44:00+08:00,,
2aae1a44-72f5-c5d6-c2b5-a4b92e6e22e5,a165bbd7-bf2d-60a4-47e8-4e746bc4289d,a8743701-fe01-6986-925c-a6a5f52decd3,needs_analysis,50000,0.40,2026-02-04T14:41:00+08:00,,
8d640af8-a89b-74d4-5e2a-12b82ef2727d,61f6c2d8-ed8e-65be-3145-c4c336d0c5bf,eed38fc5-60f1-0500-b93d-2a1818584ef4,negotiation,250000,0.70,2026-03-19T14:17:00+08:00,,
4479ac8a-4909-3634-29d3-c2999abccd19,8a724355-cd44-482d-1449-e1fc52090501,c3bd39cc-364e-4200-f300-07583b18370a,solution_presentation,100000,0.55,2026-04-08T17:46:00+08:00,,
2f8a44f7-5527-aeb3-0200-d165f6fd39a2,13fe4978-1307-0199-340c-3f09740cb60e,da467cf6-891e-8d44-927e-618c1d724675,prospecting,25000,0.10,2026-02-21T16:13:00+08:00,,
4d0767c2-10db-9e37-7c24-2af33cfbba16,c6d9e028-9670-4ab8-734c-7e43c9f61cc6,d34e4a26-2932-7898-d5d1-2b40f8e96b69,solution_presentation,100000,0.55,2026-03-25T15:29:00+08:00,,
53586fe2-cb65-bbbf-cfb6-9d880e9b19bc,e8d2dfe3-f2ef-35ed-1426-5e9c1d9568c7,d37ac78d-85df-0f71-ce4d-b58d38980d65,negotiation,250000,0.85,2026-02-12T11:45:00+08:00,,
6553d8ae-222f-3249-e72f-d6ceac108e66,4fbf1f93-9dab-43e9-f2eb-1ce92e2d795b,a27fdb0d-3743-0b95-00cd-34973f0ca111,closed_won,100000,0.85,2026-02-01T09:52:00+08:00,2026-02-01T09:52:00+08:00,
399c6e74-b76e-578c-c1ac-def937bc9995,8273d89e-4b79-6a59-7d0c-dce3c97136e6,ad197b8b-96aa-16d4-b878-a880d2d36739,negotiation,100000,0.85,2026-04-03T14:22:00+08:00,,
a1b23214-7e92-fb44-87a1-c6287be4e982,15e4d75d-4c3b-581f-285b-5d766a8dc14c,d57439f3-5f1b-e1cb-e408-22a0fae25d4a,negotiation,50000,0.85,2026-03-05T16:45:00+08:00,,
00c7c475-2eff-d4e7-cf1a-5bac2babc31c,e8e0f442-4b9a-aa73-1f37-e2ffcc816349,a1a2724c-7890-9e4c-dfa0-61aaf983d19b,needs_analysis,50000,0.40,2026-02-10T12:27:00+08:00,,
5e4087b2-2539-7b79-b920-a297462ce369,07df7134-1261-bc43-baff-dab16ca87916,ee2ebbc5-5f00-d91c-d7f5-cacf05e1a855,needs_analysis,50000,0.25,2026-03-30T13:44:00+08:00,,
70711f3e-86a4-219b-cca5-a2319cfa75d7,fac60ac4-c732-7396-5e77-c220fb545a75,e8d67b0f-7c1a-d8eb-b8fe-7e13f6ee8195,solution_presentation,50000,0.40,2026-04-27T13:29:00+08:00,,
951ca6c2-602c-4036-0c30-024a2c1fc4b8,7ae4a4c5-a2f5-b48b-7b59-150777b02697,e0cd8691-5958-320a-6e01-824c81d23085,solution_presentation,25000,0.40,2026-02-13T17:47:00+08:00,,
30cd3a64-ce58-81ec-eb39-80f058c049ef,0becd678-c4da-d3aa-e072-98749111cf0a,c4dcc946-f5da-8902-5a1c-74ad68e31794,prospecting,25000,0.25,2026-03-26T15:27:00+08:00,,
224cdde0-c922-7648-232f-60c501b2489b,79d4d7d0-ee73-ac4a-f183-5f2e0d1b564e,42ab93ed-9795-90ea-1bbc-29a996d2438c,solution_presentation,50000,0.55,2026-01-26T17:04:00+08:00,,
6035094d-64d7-e817-4a89-c1bdda24d178,d3561f15-6f8c-eb0b-21a8-0f800502781f,981a392a-5f9e-34f6-5f55-f28622b4cc01,negotiation,100000,0.85,2026-02-28T11:37:00+08:00,,
9cccac1e-e85b-bdb7-6588-9219d0dc41d0,7db16316-4f75-4f1d-b4f3-0e7dbbf3b1c6,6e5fce23-aa50-3384-c1c0-4198933f90c7,closed_won,500000,0.85,2026-04-18T16:23:00+08:00,2026-04-18T16:23:00+08:00,
a6e3ee61-36af-9fbd-fc10-489ea029638c,b22dd1cb-849a-5f33-5a46-8213e420efc8,b65ee321-ef74-121a-d8e5-9c13b44b15cf,needs_analysis,50000,0.40,2026-04-04T18:36:00+08:00,,
034e3fa2-af6a-cf00-594e-c1118927e9c9,23cbd434-d867-45f1-73be-2a9d0c94d9ad,d62a9078-261d-d228-a985-5a8695b05fda,solution_presentation,50000,0.40,2026-02-03T16:17:00+08:00,,
763580c7-d8fe-85eb-fc52-1dc0a989fa5a,4c8c51cd-797d-333b-05a8-4eeed06e421b,7a240dab-109a-aaa1-d06b-7fa13039c7b1,closed_won,250000,0.85,2026-03-04T14:48:00+08:00,2026-03-04T14:48:00+08:00,
ec185139-c5db-b3d2-3b50-5f208fa03372,777ef7ca-e9e7-0898-9d2f-0218e1401925,ee2ebbc5-5f00-d91c-d7f5-cacf05e1a855,closed_won,100000,0.85,2026-01-17T11:19:00+08:00,2026-03-10T10:26:00+08:00,
bec1417c-4373-2620-c194-8518011fb047,75978d00-403a-6638-5bb9-8392ebfe981b,11afd788-7fd1-90f6-d9f9-41995c35830d,solution_presentation,100000,0.40,2026-04-27T15:10:00+08:00,,
5a081d70-4253-e830-2c67-bb15bb997ef8,9d30ba5d-21ad-a6e4-8246-1ff1e223b597,4ab38995-c61d-20b2-4026-ce2fbf684d9d,needs_analysis,25000,0.55,2026-01-26T18:51:00+08:00,,
98f87dbe-daa1-a552-0f69-c3e16cc8d227,13fe4978-1307-0199-340c-3f09740cb60e,da467cf6-891e-8d44-927e-618c1d724675,prospecting,10000,0.40,2026-02-28T16:03:00+08:00,,
d2053390-474d-488b-94c2-b184728246d5,28b0d074-43d9-1ef3-f0bb-d329575e732a,0e2f881b-8503-1ea2-deea-bde3b81a356a,closed_won,50000,0.85,2026-02-25T17:01:00+08:00,2026-03-13T09:55:00+08:00,
807e9f65-fd64-322e-c5e4-bd3aba0d69b0,c353763c-fea3-8eb3-c3e2-c72ca4dd1cd9,ab04e13b-3ed1-58e9-bcc3-93bb9a8e974e,solution_presentation,50000,0.55,2026-01-30T18:48:00+08:00,,
5f4989f3-b670-b2cc-5c51-88165da0fbbb,d3561f15-6f8c-eb0b-21a8-0f800502781f,981a392a-5f9e-34f6-5f55-f28622b4cc01,prospecting,10000,0.25,2026-04-03T14:17:00+08:00,,
9e1593c6-cf5c-7cc7-4087-bc98b5e28238,6495097d-54bd-3f57-bb2d-233bf00badc9,f4ab663e-bc03-57c3-c992-01ac7fe4f67f,needs_analysis,25000,0.25,2026-01-23T13:42:00+08:00,,
9371e3f8-ba39-263c-5088-e134530f0251,d4102839-bd91-90fc-7471-6ff88237d65d,ff3a87cd-bafd-7f52-9914-233c2cec4c0f,negotiation,100000,0.70,2026-01-19T10:23:00+08:00,,
d33f9fc1-ba74-947e-c8ba-8a196e89d42e,c1d6f57a-36c1-effd-4df5-dcc7beaf28a8,81b8d4e9-f420-ee1c-f032-5c80061e545b,solution_presentation,100000,0.55,2026-02-13T10:44:00+08:00,,
b58e497e-6b80-21f9-2b1b-e8f25a7df561,41c9dc8e-5237-6802-da30-e6041289e729,93184e8b-48a8-f30e-2617-65df6bb4e8f5,solution_presentation,100000,0.70,2026-04-08T12:55:00+08:00,,
1a389d50-fc25-d690-9452-dae2ed88bf6b,adb888e6-f934-7be3-4167-73f40f1cbba4,b4893d96-3b29-f688-2324-3ab2291d4adb,negotiation,100000,0.70,2026-03-20T12:45:00+08:00,,
96708626-aa18-9a6a-f68d-cd48e8bb7963,78de3557-e2a7-abab-e653-7c313b1382cd,016a5998-5d73-241a-0262-244eb38f4007,negotiation,100000,0.85,2026-03-24T18:17:00+08:00,,
df0e994c-b15e-f23b-9f90-0b0f7ed738e8,eadcb33b-eca5-bf45-3a77-125fe4944508,77bef12b-ade3-34aa-99d9-ae878b60d6bf,negotiation,250000,0.55,2026-03-22T18:50:00+08:00,,
76639a86-f5e4-da2d-42ae-80862f2d0854,10b0a58d-51ca-a826-88fa-30cf7903172e,de912a24-ab94-f0d3-c5c6-8597bdad8a73,closed_won,100000,0.85,2026-04-30T15:59:00+08:00,2026-04-30T15:59:00+08:00,
7dfc1d78-2ed8-6ad3-cfdc-5109eb3a0de7,23cbd434-d867-45f1-73be-2a9d0c94d9ad,d62a9078-261d-d228-a985-5a8695b05fda,prospecting,50000,0.10,2026-03-11T10:54:00+08:00,,
c53be4ee-73b1-ae87-9acb-14d216b2e1e4,6ba0947f-f138-a6ec-301e-3e14bbdb102a,f83427fb-57d1-f226-ebac-3a929e948950,solution_presentation,25000,0.55,2026-04-17T11:55:00+08:00,,
2a2d233d-b50b-1246-f838-b0b422f64568,405e8666-61af-4c2b-a9dc-8f00ef104fff,c4dcc946-f5da-8902-5a1c-74ad68e31794,closed_lost,50000,0.15,2026-01-19T11:28:00+08:00,2026-03-07T16:45:00+08:00,
f73aefef-a163-6c66-f9b3-9646e0086c3b,71987bda-7d18-12b1-705c-66132adacfb9,f76794a3-667b-9372-a4e5-48000c922d8f,prospecting,25000,0.25,2026-01-17T16:49:00+08:00,,
3fecfbd7-9ea7-5087-4308-226d21e17ba0,96194fd8-f4b0-66db-7e86-999fb281e6cc,9e4f03cc-fe3c-65aa-74e7-e07e493b6bb0,solution_presentation,50000,0.70,2026-02-11T09:41:00+08:00,,
f622bfd0-00a4-2afb-ac36-c8fa53e0839f,3906fca5-0460-f104-3128-2513ceb7533f,7a240dab-109a-aaa1-d06b-7fa13039c7b1,negotiation,100000,0.70,2026-03-31T11:38:00+08:00,,
0ec54914-41fe-6251-b567-f15003af3dfc,6c7472b8-f7ee-2e27-0325-0d78a5d66221,5b8321cf-29d3-ceb0-5076-409b05eff5e8,needs_analysis,50000,0.55,2026-03-31T11:23:00+08:00,,
1199f05a-9d24-ee98-029e-7c6b02895e62,2fcc3f1d-36bb-afce-360b-59a8c29426de,ec833610-59c8-7f42-0b75-af42955506c0,needs_analysis,25000,0.40,2026-02-07T10:42:00+08:00,,
c3030546-8865-999c-3e5e-c5e7222dff0d,878bf005-32b1-aef1-6383-de6f5cc54d7a,d34e4a26-2932-7898-d5d1-2b40f8e96b69,negotiation,100000,0.70,2026-04-29T16:14:00+08:00,,
b1326c9e-9247-4e36-0d7f-0d927b0e6cce,d4ee0b2c-d58b-fb57-a671-e2828feae914,653d326c-b86b-6d32-06dc-6c0a00897487,negotiation,100000,0.85,2026-04-04T12:43:00+08:00,,
e37c123b-0029-ad35-c388-a136ed6395d9,ca768716-3d2c-4a2e-1e30-a66e84ec04df,01c38fdc-b25c-0832-f250-07290e071eed,needs_analysis,100000,0.25,2026-02-20T11:55:00+08:00,,
8d59ebfb-492f-5c86-3028-0c3c2cbba638,7a8c74e5-9826-b948-df08-42b6e9d13129,bfff9248-2255-fd37-222c-9e6c870cac62,needs_analysis,100000,0.40,2026-04-28T09:17:00+08:00,,
95a1d77a-6e95-429d-2c71-f739ed50858c,d02012b7-01d8-1ff8-00ca-2c75f9893a10,e0cd8691-5958-320a-6e01-824c81d23085,prospecting,50000,0.10,2026-03-31T16:31:00+08:00,,
ae0c8157-4d80-5316-1ddc-638744334280,d3561f15-6f8c-eb0b-21a8-0f800502781f,981a392a-5f9e-34f6-5f55-f28622b4cc01,prospecting,50000,0.40,2026-01-20T11:18:00+08:00,,
08e82d01-dbce-2294-0ce6-2aa4641c13a8,6241cf57-9f0f-4519-79e3-c85dff5a5669,dfc428f6-0820-d10c-2ea0-191946e3376c,prospecting,25000,0.40,2026-01-22T16:51:00+08:00,,
c438b01e-adc8-2a43-141b-71a212357a6d,c80bd09a-6aaa-37f2-9d62-cc823532fc65,bcb61bec-e3ce-905b-1ae8-70a4df2867e8,needs_analysis,25000,0.40,2026-02-12T09:16:00+08:00,,
43a273f7-17b1-131e-e974-b8224489d0df,3a3fec11-e576-cb0d-0a9f-3c1deb941f56,47a133fc-933e-e1bb-4221-54df90daf024,solution_presentation,100000,0.40,2026-03-03T17:33:00+08:00,,
